geoid,outcome,source,value,quantity
01015,incidH,incidence,0.10462303487414491,P
01015,incidICU,incidH,0.34618763702613475,P
01015,incidVent,incidICU,0.43812269861537606,P
01015,incidD,incidence,1.083053818940042,R
01015,incidH,incidence,1.0518149763571343,R
01015,incidVent,incidICU,1.0045418462823048,R
01015,incidICU,incidH,1.043347561751553,R
01017,incidD,incidence,0.01213822922496416,P
01017,incidH,incidence,0.11289407785128797,P
01017,incidICU,incidH,0.362614067764496,P
01017,incidVent,incidICU,0.4375895997550309,P
01017,incidD,incidence,1.2194812410814582,R
01017,incidH,incidence,1.1351008156494258,R
01017,incidVent,incidICU,1.0153006036569807,R
01017,incidICU,incidH,1.1218748007442343,R
01019,incidD,incidence,0.01265964731733919,P
01019,incidH,incidence,0.11936031172153128,P
01019,incidICU,incidH,0.3511795692073128,P
01019,incidVent,incidICU,0.43879076032062947,P
01019,incidD,incidence,1.2711029182119837,R
01019,incidH,incidence,1.2003000471559686,R
01019,incidVent,incidICU,1.0241900258284384,R
01019,incidICU,incidH,1.1481105133141407,R
01021,incidD,incidence,0.010122107298281828,P
01021,incidH,incidence,0.1007367825914474,P
01021,incidICU,incidH,0.3348468755019105,P
01021,incidVent,incidICU,0.4387553210709206,P
01021,incidD,incidence,1.0163929587684282,R
01021,incidH,incidence,1.0123889591484603,R
01021,incidVent,incidICU,1.0102065366969741,R
01021,incidICU,incidH,1.004940743960676,R
01023,incidD,incidence,0.012991482107112935,P
01023,incidH,incidence,0.11905988114932917,P
01023,incidICU,incidH,0.36850423544034966,P
01023,incidVent,incidICU,0.43742916111520047,P
01023,incidD,incidence,1.3050751612045173,R
01023,incidH,incidence,1.1968408696538115,R
01023,incidVent,incidICU,1.028423374768786,R
01023,incidICU,incidH,1.1736012303185022,R
01025,incidD,incidence,0.011358333787022005,P
01025,incidH,incidence,0.10655730376652704,P
01025,incidICU,incidH,0.3583052250149342,P
01025,incidVent,incidICU,0.43793144456844246,P
01025,incidD,incidence,1.1410826678094361,R
01025,incidH,incidence,1.0715478730184294,R
01025,incidVent,incidICU,1.004500268364842,R
01025,incidICU,incidH,1.0738950897832593,R
01027,incidD,incidence,0.01269744123305797,P
01027,incidH,incidence,0.1160016682183978,P
01027,incidICU,incidH,0.3852464046364125,P
01027,incidVent,incidICU,0.4423454841649409,P
01027,incidD,incidence,1.2750680505952419,R
01027,incidH,incidence,1.1680305548671588,R
01027,incidVent,incidICU,1.0104721372814727,R
01027,incidICU,incidH,1.1720991677589385,R
01029,incidD,incidence,0.011305420223281997,P
01029,incidH,incidence,0.10953744445248823,P
01029,incidICU,incidH,0.34212277718274164,P
01029,incidVent,incidICU,0.43880902046422293,P
01029,incidD,incidence,1.135704839555102,R
01029,incidH,incidence,1.097817154571779,R
01029,incidVent,incidICU,1.0194241099186532,R
01029,incidICU,incidH,1.07588866358837,R
01031,incidD,incidence,0.010915648138481077,P
01031,incidH,incidence,0.1047298831170854,P
01031,incidICU,incidH,0.3525632576554958,P
01031,incidVent,incidICU,0.43813555829790846,P
01031,incidD,incidence,1.097215272844875,R
01031,incidH,incidence,1.0531485488251524,R
01031,incidVent,incidICU,1.0048022640090775,R
01031,incidICU,incidH,1.050336718192087,R
01033,incidD,incidence,0.012407544727349935,P
01033,incidH,incidence,0.11486231484551471,P
01033,incidICU,incidH,0.3640373495654129,P
01033,incidVent,incidICU,0.43839180562572583,P
01033,incidD,incidence,1.2469812336278727,R
01033,incidH,incidence,1.1558180256725994,R
01033,incidVent,incidICU,1.0196593068384234,R
01033,incidICU,incidH,1.134976481705614,R
01035,incidD,incidence,0.012707497118122574,P
01035,incidH,incidence,0.11630973610413828,P
01035,incidICU,incidH,0.37210177675290707,P
01035,incidVent,incidICU,0.4370393730034327,P
01035,incidD,incidence,1.2765352810151587,R
01035,incidH,incidence,1.169617688618518,R
01035,incidVent,incidICU,1.0144338470917011,R
01035,incidICU,incidH,1.1611862746813146,R
01037,incidD,incidence,0.012235487002993413,P
01037,incidH,incidence,0.11814831301827801,P
01037,incidICU,incidH,0.3502057751576575,P
01037,incidVent,incidICU,0.43730529733829804,P
01037,incidD,incidence,1.2292161937713946,R
01037,incidH,incidence,1.185399202436348,R
01037,incidVent,incidICU,1.023689596128293,R
01037,incidICU,incidH,1.1427877884336655,R
01039,incidD,incidence,0.013160995126334202,P
01039,incidH,incidence,0.11858990116944942,P
01039,incidICU,incidH,0.373693065867415,P
01039,incidVent,incidICU,0.438673757170158,P
01039,incidD,incidence,1.323220192535401,R
01039,incidH,incidence,1.1928169465129934,R
01039,incidVent,incidICU,1.0190700224816722,R
01039,incidICU,incidH,1.1746122025967671,R
01041,incidD,incidence,0.012214694779503115,P
01041,incidH,incidence,0.11279757822632577,P
01041,incidICU,incidH,0.3669985378084451,P
01041,incidVent,incidICU,0.43736331182759997,P
01041,incidD,incidence,1.2271940752304098,R
01041,incidH,incidence,1.1338953244239707,R
01041,incidVent,incidICU,1.0160864572891741,R
01041,incidICU,incidH,1.128026113714033,R
01043,incidD,incidence,0.011331785541880371,P
01043,incidH,incidence,0.10839767433844899,P
01043,incidICU,incidH,0.35134515268512495,P
01043,incidVent,incidICU,0.4377502150156594,P
01043,incidD,incidence,1.1382910836147835,R
01043,incidH,incidence,1.0898887353355105,R
01043,incidVent,incidICU,1.0108193989594754,R
01043,incidICU,incidH,1.0757319018671012,R
01045,incidD,incidence,0.010002356436235805,P
01045,incidH,incidence,0.09939558811060045,P
01045,incidICU,incidH,0.3401211042692055,P
01045,incidVent,incidICU,0.4375507269954515,P
01045,incidD,incidence,1.0053478702614054,R
01045,incidH,incidence,0.9988568650689186,R
01045,incidVent,incidICU,1.008616488057323,R
01045,incidICU,incidH,1.0038816252601157,R
01047,incidD,incidence,0.010605542655031792,P
01047,incidH,incidence,0.10251116616965386,P
01047,incidICU,incidH,0.3494398831630788,P
01047,incidVent,incidICU,0.4370118404145876,P
01047,incidD,incidence,1.065628369331316,R
01047,incidH,incidence,1.0291041584528609,R
01047,incidVent,incidICU,1.0142186873291492,R
01047,incidICU,incidH,1.038070441453456,R
01049,incidD,incidence,0.010518867779803476,P
01049,incidH,incidence,0.10245007529799854,P
01049,incidICU,incidH,0.3433462496509471,P
01049,incidVent,incidICU,0.438488082216459,P
01049,incidD,incidence,1.0564474219928393,R
01049,incidH,incidence,1.0290282273599152,R
01049,incidVent,incidICU,1.0116609725846928,R
01049,incidICU,incidH,1.0275647887244168,R
01051,incidD,incidence,0.009210608752655091,P
01051,incidH,incidence,0.09661747247419217,P
01051,incidICU,incidH,0.3189620662526945,P
01051,incidVent,incidICU,0.43993468920708656,P
01051,incidD,incidence,0.9251403432471708,R
01051,incidH,incidence,0.9732806431199117,R
01051,incidVent,incidICU,1.0028262545265645,R
01051,incidICU,incidH,0.9602257994698126,R
01053,incidD,incidence,0.010953917574177192,P
01053,incidH,incidence,0.1056568827506025,P
01053,incidICU,incidH,0.3471795522515625,P
01053,incidVent,incidICU,0.43867270150032533,P
01053,incidD,incidence,1.1005559257522353,R
01053,incidH,incidence,1.0628862109615747,R
01053,incidVent,incidICU,1.0062949464402158,R
01053,incidICU,incidH,1.050950033907541,R
01055,incidD,incidence,0.011742264274451183,P
01055,incidH,incidence,0.11066136303136953,P
01055,incidICU,incidH,0.36103130279784695,P
01055,incidVent,incidICU,0.43716794033814677,P
01055,incidD,incidence,1.179691403477133,R
01055,incidH,incidence,1.1131086335924407,R
01055,incidVent,incidICU,1.0130870966977557,R
01055,incidICU,incidH,1.1036139763192168,R
01057,incidD,incidence,0.012831651869454168,P
01057,incidH,incidence,0.11738283923488094,P
01057,incidICU,incidH,0.3696379869844192,P
01057,incidVent,incidICU,0.4375348424352161,P
01057,incidD,incidence,1.2892970706306666,R
01057,incidH,incidence,1.1805898564339576,R
01057,incidVent,incidICU,1.0128971956462969,R
01057,incidICU,incidH,1.1631498690709585,R
01059,incidD,incidence,0.01109011526609397,P
01059,incidH,incidence,0.10576099259634883,P
01059,incidICU,incidH,0.34759015753925165,P
01059,incidVent,incidICU,0.4391901877185742,P
01059,incidD,incidence,1.1138390778740006,R
01059,incidH,incidence,1.0623314069313161,R
01059,incidVent,incidICU,1.0161776294700131,R
01059,incidICU,incidH,1.0531361432705584,R
01061,incidD,incidence,0.01292567450460292,P
01061,incidH,incidence,0.1174288070538121,P
01061,incidICU,incidH,0.37360516301291696,P
01061,incidVent,incidICU,0.43713058778550734,P
01061,incidD,incidence,1.2993982614520938,R
01061,incidH,incidence,1.1817968253774414,R
01061,incidVent,incidICU,1.0098265812520566,R
01061,incidICU,incidH,1.1655385973390904,R
01063,incidD,incidence,0.01200816913027237,P
01063,incidH,incidence,0.11250541144246143,P
01063,incidICU,incidH,0.36232634564047045,P
01063,incidVent,incidICU,0.43622672080410696,P
01063,incidD,incidence,1.2064332046590032,R
01063,incidH,incidence,1.128723836574456,R
01063,incidVent,incidICU,0.9982625091414528,R
01063,incidICU,incidH,1.1239068648144461,R
01065,incidD,incidence,0.01063413171724527,P
01065,incidH,incidence,0.10365267894378549,P
01065,incidICU,incidH,0.34555047482314544,P
01065,incidVent,incidICU,0.4376225846469821,P
01065,incidD,incidence,1.0692505367627252,R
01065,incidH,incidence,1.0425530212179437,R
01065,incidVent,incidICU,0.9962898265085612,R
01065,incidICU,incidH,1.0378073025504375,R
01067,incidD,incidence,0.013147909145803858,P
01067,incidH,incidence,0.11919069354685316,P
01067,incidICU,incidH,0.3712293194014583,P
01067,incidVent,incidICU,0.437885340776521,P
01067,incidD,incidence,1.320927089816213,R
01067,incidH,incidence,1.1984554512498269,R
01067,incidVent,incidICU,1.0219716747371215,R
01067,incidICU,incidH,1.17830846305091,R
01069,incidD,incidence,0.010587532808856152,P
01069,incidH,incidence,0.10354446953395241,P
01069,incidICU,incidH,0.34286513166587196,P
01069,incidVent,incidICU,0.4381815228609,P
01069,incidD,incidence,1.0635751816806993,R
01069,incidH,incidence,1.041161601507631,R
01069,incidVent,incidICU,1.0121313710898048,R
01069,incidICU,incidH,1.0328563735206653,R
01071,incidD,incidence,0.011866059927432858,P
01071,incidH,incidence,0.1126880628848123,P
01071,incidICU,incidH,0.3500716587720147,P
01071,incidVent,incidICU,0.4382996155502787,P
01071,incidD,incidence,1.1914373327915404,R
01071,incidH,incidence,1.132525154752627,R
01071,incidVent,incidICU,1.0212663394180672,R
01071,incidICU,incidH,1.1032574625923823,R
01073,incidD,incidence,0.010172026628005343,P
01073,incidH,incidence,0.10075651866215372,P
01073,incidICU,incidH,0.3444205730331189,P
01073,incidVent,incidICU,0.4368826103268369,P
01073,incidD,incidence,1.0223553432830044,R
01073,incidH,incidence,1.0136256666311496,R
01073,incidVent,incidICU,0.9988008552503711,R
01073,incidICU,incidH,1.0138070641816368,R
01075,incidD,incidence,0.01310090821400367,P
01075,incidH,incidence,0.11858912907580674,P
01075,incidICU,incidH,0.3672706216457072,P
01075,incidVent,incidICU,0.43892115471892224,P
01075,incidD,incidence,1.3157502079923482,R
01075,incidH,incidence,1.1932795918260661,R
01075,incidVent,incidICU,1.0314946610233817,R
01075,incidICU,incidH,1.1636078011062079,R
01077,incidD,incidence,0.012005718038110066,P
01077,incidH,incidence,0.11187008531483533,P
01077,incidICU,incidH,0.361454199712996,P
01077,incidVent,incidICU,0.4381907210027272,P
01077,incidD,incidence,1.2063462652386052,R
01077,incidH,incidence,1.124370456221376,R
01077,incidVent,incidICU,1.0080696253633787,R
01077,incidICU,incidH,1.112251193868924,R
01079,incidD,incidence,0.010600858245696914,P
01079,incidH,incidence,0.10581254535321882,P
01079,incidICU,incidH,0.3359059042583408,P
01079,incidVent,incidICU,0.4388020659926473,P
01079,incidD,incidence,1.0646802624167457,R
01079,incidH,incidence,1.0625205888043405,R
01079,incidVent,incidICU,1.0177757999954171,R
01079,incidICU,incidH,1.0407136638100916,R
01081,incidD,incidence,0.007255442333487696,P
01081,incidH,incidence,0.080963024038996,P
01081,incidICU,incidH,0.29892155653350977,P
01081,incidVent,incidICU,0.4396193135865008,P
01081,incidD,incidence,0.7292982849384373,R
01081,incidH,incidence,0.8141797664538915,R
01081,incidVent,incidICU,0.9498105404466795,R
01081,incidICU,incidH,0.84154390317572,R
01083,incidD,incidence,0.009610216109758835,P
01083,incidH,incidence,0.09968787144493355,P
01083,incidICU,incidH,0.3188507942683467,P
01083,incidVent,incidICU,0.4390972183671426,P
01083,incidD,incidence,0.9654614199739513,R
01083,incidH,incidence,1.002851600427638,R
01083,incidVent,incidICU,1.0146587290657156,R
01083,incidICU,incidH,0.9771283279657602,R
01085,incidD,incidence,0.010509144973350978,P
01085,incidH,incidence,0.10389229656659235,P
01085,incidICU,incidH,0.3330603291587143,P
01085,incidVent,incidICU,0.439449890788389,P
01085,incidD,incidence,1.0559501273197944,R
01085,incidH,incidence,1.0430875873174323,R
01085,incidVent,incidICU,1.0146883499590984,R
01085,incidICU,incidH,1.025150591403594,R
01087,incidD,incidence,0.010514823664564132,P
01087,incidH,incidence,0.10173149194009928,P
01087,incidICU,incidH,0.3517385248138855,P
01087,incidVent,incidICU,0.43613035809297734,P
01087,incidD,incidence,1.055993019411288,R
01087,incidH,incidence,1.0207563821920909,R
01087,incidVent,incidICU,0.966289381232657,R
01087,incidICU,incidH,1.0362829679503354,R
01089,incidD,incidence,0.00949814534486058,P
01089,incidH,incidence,0.09745710373802957,P
01089,incidICU,incidH,0.3240680304539415,P
01089,incidVent,incidICU,0.4391770980646377,P
01089,incidD,incidence,0.9540265177921933,R
01089,incidH,incidence,0.9800039882427866,R
01089,incidVent,incidICU,1.0023005033663486,R
01089,incidICU,incidH,0.9687806379506629,R
01091,incidD,incidence,0.011802882126812988,P
01091,incidH,incidence,0.1106747974889197,P
01091,incidICU,incidH,0.3576878177794992,P
01091,incidVent,incidICU,0.4375138300901001,P
01091,incidD,incidence,1.1854390771525312,R
01091,incidH,incidence,1.1113589166890288,R
01091,incidVent,incidICU,0.9970420854396895,R
01091,incidICU,incidH,1.1030682836202965,R
01093,incidD,incidence,0.013054095931289453,P
01093,incidH,incidence,0.11884648421715122,P
01093,incidICU,incidH,0.3712224543861118,P
01093,incidVent,incidICU,0.43796222242091437,P
01093,incidD,incidence,1.3118928098289575,R
01093,incidH,incidence,1.1960365781304918,R
01093,incidVent,incidICU,1.0196710444037687,R
01093,incidICU,incidH,1.1731326232930857,R
01095,incidD,incidence,0.010715326010020433,P
01095,incidH,incidence,0.10390099161045009,P
01095,incidICU,incidH,0.344584936290629,P
01095,incidVent,incidICU,0.43858227870623634,P
01095,incidD,incidence,1.0761046052369854,R
01095,incidH,incidence,1.0439860299325106,R
01095,incidVent,incidICU,1.0129605005839295,R
01095,incidICU,incidH,1.0382681775956666,R
01097,incidD,incidence,0.00986140313009494,P
01097,incidH,incidence,0.09869297494356886,P
01097,incidICU,incidH,0.3355679617288603,P
01097,incidVent,incidICU,0.43796190941683627,P
01097,incidD,incidence,0.9908263806716862,R
01097,incidH,incidence,0.9915843421043129,R
01097,incidVent,incidICU,1.000020463110366,R
01097,incidICU,incidH,0.9932346260284142,R
01099,incidD,incidence,0.01151581586694737,P
01099,incidH,incidence,0.10831841281031765,P
01099,incidICU,incidH,0.36261492532795614,P
01099,incidVent,incidICU,0.4368226870598343,P
01099,incidD,incidence,1.1570193743704569,R
01099,incidH,incidence,1.0897692806919825,R
01099,incidVent,incidICU,1.0023263815697048,R
01099,incidICU,incidH,1.0903796233502572,R
01101,incidD,incidence,0.00929375247679397,P
01101,incidH,incidence,0.09462421552011402,P
01101,incidICU,incidH,0.3329188376172173,P
01101,incidVent,incidICU,0.43770761974099814,P
01101,incidD,incidence,0.9337932427385147,R
01101,incidH,incidence,0.9528470134582694,R
01101,incidVent,incidICU,0.9936554357321921,R
01101,incidICU,incidH,0.9630081011812432,R
01103,incidD,incidence,0.01053992146636229,P
01103,incidH,incidence,0.10367743630649137,P
01103,incidICU,incidH,0.33933494032394357,P
01103,incidVent,incidICU,0.4385618610046222,P
01103,incidD,incidence,1.0582763654858534,R
01103,incidH,incidence,1.0421801452155215,R
01103,incidVent,incidICU,1.0111511186034396,R
01103,incidICU,incidH,1.0286749887356277,R
01105,incidD,incidence,0.011924252519927982,P
01105,incidH,incidence,0.10663175175054077,P
01105,incidICU,incidH,0.3718896130489684,P
01105,incidVent,incidICU,0.4411702513544219,P
01105,incidD,incidence,1.198496966228097,R
01105,incidH,incidence,1.069903350720321,R
01105,incidVent,incidICU,0.9937047010292406,R
01105,incidICU,incidH,1.0911868649846013,R
01107,incidD,incidence,0.012082683398997845,P
01107,incidH,incidence,0.11201433179304432,P
01107,incidICU,incidH,0.35775577512311885,P
01107,incidVent,incidICU,0.4384344764135815,P
01107,incidD,incidence,1.212983600191424,R
01107,incidH,incidence,1.1266064591785174,R
01107,incidVent,incidICU,1.0126902809139842,R
01107,incidICU,incidH,1.1071591143788497,R
01109,incidD,incidence,0.009458942162961448,P
01109,incidH,incidence,0.09415372458721989,P
01109,incidICU,incidH,0.33909629438640854,P
01109,incidVent,incidICU,0.4379990153625726,P
01109,incidD,incidence,0.9506357023590198,R
01109,incidH,incidence,0.946445474038126,R
01109,incidVent,incidICU,0.9549728051649746,R
01109,incidICU,incidH,0.9692455373801372,R
01111,incidD,incidence,0.012060931494927467,P
01111,incidH,incidence,0.11172398891378428,P
01111,incidICU,incidH,0.36137712184117793,P
01111,incidVent,incidICU,0.43909751461305346,P
01111,incidD,incidence,1.2123483938149646,R
01111,incidH,incidence,1.1240406694816096,R
01111,incidVent,incidICU,1.0100955509635083,R
01111,incidICU,incidH,1.1113019595819351,R
01113,incidD,incidence,0.009865645192453936,P
01113,incidH,incidence,0.09912693649290377,P
01113,incidICU,incidH,0.33312737461372,P
01113,incidVent,incidICU,0.4387132088160146,P
01113,incidD,incidence,0.9908652183294353,R
01113,incidH,incidence,0.9947355831114199,R
01113,incidVent,incidICU,0.9990030776104886,R
01113,incidICU,incidH,0.9952922787616607,R
01115,incidD,incidence,0.009751238462875999,P
01115,incidH,incidence,0.10046788626463382,P
01115,incidICU,incidH,0.3220458769618871,P
01115,incidVent,incidICU,0.4391784079195117,P
01115,incidD,incidence,0.9796093305135489,R
01115,incidH,incidence,1.0106285865348714,R
01115,incidVent,incidICU,1.0140624333673611,R
01115,incidICU,incidH,0.987200058546559,R
01117,incidD,incidence,0.008334059179614377,P
01117,incidH,incidence,0.09180021476009878,P
01117,incidICU,incidH,0.30215195566473263,P
01117,incidVent,incidICU,0.44018398359843725,P
01117,incidD,incidence,0.8379224645145708,R
01117,incidH,incidence,0.9236915284295903,R
01117,incidVent,incidICU,1.0104425880989494,R
01117,incidICU,incidH,0.9106147567810173,R
01119,incidD,incidence,0.010955412246077201,P
01119,incidH,incidence,0.10342501789911117,P
01119,incidICU,incidH,0.36063826633823604,P
01119,incidVent,incidICU,0.4366826168873302,P
01119,incidD,incidence,1.1016334583399616,R
01119,incidH,incidence,1.0396121841211858,R
01119,incidVent,incidICU,0.9745507397285705,R
01119,incidICU,incidH,1.0536099273915833,R
01121,incidD,incidence,0.010647463400588118,P
01121,incidH,incidence,0.10467572246655588,P
01121,incidICU,incidH,0.3416418905006984,P
01121,incidVent,incidICU,0.43792796707089615,P
01121,incidD,incidence,1.069425994814193,R
01121,incidH,incidence,1.0525917335651105,R
01121,incidVent,incidICU,1.0066523765122741,R
01121,incidICU,incidH,1.0392345707669042,R
01123,incidD,incidence,0.01233067093244019,P
01123,incidH,incidence,0.11512134416930928,P
01123,incidICU,incidH,0.36128386034047066,P
01123,incidVent,incidICU,0.43715157555810435,P
01123,incidD,incidence,1.2387576519783567,R
01123,incidH,incidence,1.156670327138334,R
01123,incidVent,incidICU,1.0108770305251558,R
01123,incidICU,incidH,1.1371616329581313,R
01125,incidD,incidence,0.008544194451959145,P
01125,incidH,incidence,0.08891936635189873,P
01125,incidICU,incidH,0.32515448640550143,P
01125,incidVent,incidICU,0.43807278787074694,P
01125,incidD,incidence,0.8583289633953164,R
01125,incidH,incidence,0.895771967083141,R
01125,incidVent,incidICU,0.9611289205156914,R
01125,incidICU,incidH,0.9181338910690637,R
01127,incidD,incidence,0.012096463843982762,P
01127,incidH,incidence,0.11308029933432706,P
01127,incidICU,incidH,0.359164611984165,P
01127,incidVent,incidICU,0.43775107594590595,P
01127,incidD,incidence,1.2149481045864525,R
01127,incidH,incidence,1.1369429453653113,R
01127,incidVent,incidICU,1.0193484673909325,R
01127,incidICU,incidH,1.1176399200068592,R
01129,incidD,incidence,0.011349463018847705,P
01129,incidH,incidence,0.10754189601606287,P
01129,incidICU,incidH,0.355408520168225,P
01129,incidVent,incidICU,0.43701566505450534,P
01129,incidD,incidence,1.1398814408017062,R
01129,incidH,incidence,1.0807803072209938,R
01129,incidVent,incidICU,1.0090404466688425,R
01129,incidICU,incidH,1.0772614078451412,R
01131,incidD,incidence,0.010276899467422641,P
01131,incidH,incidence,0.10109223802293399,P
01131,incidICU,incidH,0.34397153692872856,P
01131,incidVent,incidICU,0.4373468342231334,P
01131,incidD,incidence,1.031859861356312,R
01131,incidH,incidence,1.0161610092351128,R
01131,incidVent,incidICU,1.0006676302593673,R
01131,incidICU,incidH,1.0257122059250134,R
01133,incidD,incidence,0.012663210897515247,P
01133,incidH,incidence,0.11735335838907192,P
01133,incidICU,incidH,0.3534704162243473,P
01133,incidVent,incidICU,0.4399918379198259,P
01133,incidD,incidence,1.2722273290298038,R
01133,incidH,incidence,1.1785128557699953,R
01133,incidVent,incidICU,1.0122019702238363,R
01133,incidICU,incidH,1.1375948123105015,R
02013,incidD,incidence,0.0047366095029923415,P
02013,incidH,incidence,0.08270582580212124,P
02013,incidICU,incidH,0.1859257077052979,P
02013,incidVent,incidICU,0.4420374946223508,P
02013,incidD,incidence,0.4755826264359584,R
02013,incidH,incidence,0.8262045020386342,R
02013,incidVent,incidICU,0.9734842135907014,R
02013,incidICU,incidH,0.717353919706323,R
02016,incidD,incidence,0.005099448476857142,P
02016,incidH,incidence,0.08850395012593765,P
02016,incidICU,incidH,0.1874800919103176,P
02016,incidVent,incidICU,0.44027706416640044,P
02016,incidD,incidence,0.5124643927831765,R
02016,incidH,incidence,0.8889819169351254,R
02016,incidVent,incidICU,1.0114082559877329,R
02016,incidICU,incidH,0.7434465686892529,R
02020,incidD,incidence,0.006623293437703499,P
02020,incidH,incidence,0.0816578809672556,P
02020,incidICU,incidH,0.2661539979617866,P
02020,incidVent,incidICU,0.43979718852272365,P
02020,incidD,incidence,0.6663417107277236,R
02020,incidH,incidence,0.8200718992301572,R
02020,incidVent,incidICU,0.9897533863049203,R
02020,incidICU,incidH,0.8167809455114095,R
02050,incidD,incidence,0.005221094841969807,P
02050,incidH,incidence,0.06651052157889192,P
02050,incidICU,incidH,0.2538068520217984,P
02050,incidVent,incidICU,0.4408986581992469,P
02050,incidD,incidence,0.5239337034635757,R
02050,incidH,incidence,0.6648469494659202,R
02050,incidVent,incidICU,0.9873890765787667,R
02050,incidICU,incidH,0.7298141834232632,R
02060,incidD,incidence,0.008991991092526984,P
02060,incidH,incidence,0.09605484880562609,P
02060,incidICU,incidH,0.30513861773419443,P
02060,incidVent,incidICU,0.4398940924894609,P
02060,incidD,incidence,0.9048532131047293,R
02060,incidH,incidence,0.9662218658686468,R
02060,incidVent,incidICU,1.0351325481942761,R
02060,incidICU,incidH,0.955643337809065,R
02068,incidD,incidence,0.0058045923961155405,P
02068,incidH,incidence,0.08916604253293517,P
02068,incidICU,incidH,0.20618024069894167,P
02068,incidVent,incidICU,0.4381790116673688,P
02068,incidD,incidence,0.584337084939998,R
02068,incidH,incidence,0.8943699825460253,R
02068,incidVent,incidICU,1.0467895400081284,R
02068,incidICU,incidH,0.7927612000033752,R
02070,incidD,incidence,0.006327665167702676,P
02070,incidH,incidence,0.07699960018584123,P
02070,incidICU,incidH,0.2678155973831529,P
02070,incidVent,incidICU,0.44072037391118035,P
02070,incidD,incidence,0.6362386465905813,R
02070,incidH,incidence,0.7710384746822182,R
02070,incidVent,incidICU,0.9841671129538998,R
02070,incidICU,incidH,0.7996558627271924,R
02090,incidD,incidence,0.005953651707776477,P
02090,incidH,incidence,0.07696302520982973,P
02090,incidICU,incidH,0.2543050819617646,P
02090,incidVent,incidICU,0.44095544756368477,P
02090,incidD,incidence,0.5981136709951369,R
02090,incidH,incidence,0.7723870903397219,R
02090,incidVent,incidICU,0.9788773275474434,R
02090,incidICU,incidH,0.7807758203943409,R
02100,incidD,incidence,0.016723422078241144,P
02100,incidH,incidence,0.13979768331240022,P
02100,incidICU,incidH,0.41155691589010857,P
02100,incidVent,incidICU,0.43956709975949027,P
02100,incidD,incidence,1.6806933900471728,R
02100,incidH,incidence,1.4087105001889961,R
02100,incidVent,incidICU,1.0595807158461383,R
02100,incidICU,incidH,1.387944788211832,R
02105,incidD,incidence,0.011342298013317213,P
02105,incidH,incidence,0.1190658479139177,P
02105,incidICU,incidH,0.30670020034163026,P
02105,incidVent,incidICU,0.4393939296228216,P
02105,incidD,incidence,1.1406402447289992,R
02105,incidH,incidence,1.1889494782586236,R
02105,incidVent,incidICU,1.0442252105409926,R
02105,incidICU,incidH,1.0823931705904664,R
